Название услуги,Цена,Код услуги,Длительность,Категория,Рекомендации после приёма,Код по приказу №804н,Ставка НДС
"Панель пищевых аллергенов №50 IgG (киви, манго, бананы, ананас - суммарно)",2310.00,17.31.A12,5-10 дн,📋 Прочие анализы,,B03.002.004.067,
"Панель пищевых аллергенов №51 IgG (помидор, картофель, морковь, чеснок, горчица - суммарно)",2310.00,17.31.A13,5-10 дн,📋 Прочие анализы,,B03.002.004.068,
"Панель пищевых аллергенов №73 IgG (свинина, куриное мясо, говядина, баранина - суммарно)",2310.00,17.31.A14,5-10 дн,📋 Прочие анализы,,B03.002.004.069,
"Панель пищевых аллергенов №2 IgG (треска, тунец, креветки, лосось, мидии - суммарно)",2310.00,17.31.A2,5-10 дн,📋 Прочие анализы,,B03.002.004.057,
"Панель пищевых аллергенов №3 IgG (пшеничная мука, овсяная мука, кукурузная мука, семена кунжута, гречневая мука - суммарно)",2310.00,17.31.A3,5-10 дн,📋 Прочие анализы,,B03.002.004.058,
"Панель пищевых аллергенов №5 IgG (яичный белок, молоко, треска, пшеничная мука, арахис, соевые бобы - суммарно)",2310.00,17.31.A4,5-10 дн,📋 Прочие анализы,,B03.002.004.059,
"Панель пищевых аллергенов №6 IgG (рис, семена кунжута, пшеничная мука, гречневая мука, соевые бобы - суммарно)",2310.00,17.31.A5,5-10 дн,📋 Прочие анализы,,B03.002.004.060,
"Панель пищевых аллергенов №7 IgG (яичный белок, рис, коровье молоко, aрахис, пшеничная мука, соевые бобы - суммарно)",2310.00,17.31.A6,5-10 дн,📋 Прочие анализы,,B03.002.004.061,
"Панель пищевых аллергенов №13 IgG (зеленый горошек, белые бобы, морковь, картофель - суммарно)",2310.00,17.31.A7,5-10 дн,📋 Прочие анализы,,B03.002.004.062,
"Панель пищевых аллергенов №15 IgG (апельсин, банан, яблоко, персик - суммарно)",2310.00,17.31.A8,5-10 дн,📋 Прочие анализы,,B03.002.004.063,
"Панель пищевых аллергенов №24 IgG (фундук, креветки, киви, банан - суммарно)",2310.00,17.31.A9,5-10 дн,📋 Прочие анализы,,B03.002.004.064,
"Аллергочип, ALEX2, 300 компонентов (включает определение общего IgE)",23700.00,17.35.A17,5-10 дн,📋 Прочие анализы,,B03.002.004.123,
"Аллергокомплекс пищевой PROTIA (Корея), IgE",5430.00,17.35.A18,5-10 дн,📋 Прочие анализы,,B03.002.004.006,
"Аллергокомплекс при атопии у детей и взрослых PROTIA (Корея), IgE",4945.00,17.35.A19,5-10 дн,📋 Прочие анализы,,B03.002.004.010,
"Аллергокомплекс расширенный PROTIA (Корея), IgE",7360.00,17.35.A20,5-10 дн,📋 Прочие анализы,,B03.002.004.011,
"Аллергокомплекс респираторный PROTIA (Корея), IgE",5430.00,17.35.A21,5-10 дн,📋 Прочие анализы,,B03.002.004.012,
"Местные анестетики № 2 Новокаин/Лидокаин, IgE",1515.00,17.35.D10,5-10 дн,📋 Прочие анализы,,B03.002.004.008,
"Аллергокомплекс смешанный №1, IgE, ИФА: клещ d1/d2, ольха, береза, лещина, см.трав, рожь, полынь, подорожник, кошка, лошадь, собака, A.alternata, яич.белок, молоко, арахис, лес.орех, морковь, пшенич.мука, соя",5920.00,17.35.D11,5-10 дн,📋 Прочие анализы,,B03.002.004.003,
"Аллергокомплекс респираторный №2,IgE, ИФА: клещ d1/d2, ольха, береза, лещина, дуб, см.трав, рожь, полынь, подорожник, кошка, лошадь, собака, мор.свинка, хомяк, кролик, Penic.notat., Cl.herbar., Asр.fumigat.,  A.alternata",5920.00,17.35.D12,5-10 дн,📋 Прочие анализы,,B03.002.004.009,
"Аллергокомплекс пищевой 3, IgE, ИФА: фундук, арахис, грец.орех, минд.орех, молоко, яич.белок/желток, казеин, картофель, сельдерей, морковь, томаты, треска, краб, апельсин, яблоко, пшенич.мука, рж.мука, кунжут, соя",5920.00,17.35.D13,5-10 дн,📋 Прочие анализы,,B03.002.004.005,
"Аллергокомплекс педиатрический 4, IgE, ИФА: клещ d1/d2, береза, см.трав, кошка, собака, A.alternata, молоко, а-лактальб., b-лактоглоб., казеин, яич.белок/желток, БСА, соя, морковь, картофель, пшенич.мука, фундук, арахис",5920.00,17.35.D14,5-10 дн,📋 Прочие анализы,,B03.002.004.004,
"Местные анестетики № 1 Артикаин/Скандонест, IgE",1515.00,17.35.D9,5-10 дн,📋 Прочие анализы,,B03.002.004.007,
"Овомукоид яйца, аллергокомпонент nGal d1 IgE (ImmunoCAP), f233",2525.00,17.36.A1,9 дн,📋 Прочие анализы,,A09.05.118.487,
"Арахис, аллергокомпонент IgE (ImmunoCAP), f423 rAra h2",2525.00,17.36.A10,9 дн,📋 Прочие анализы,,A09.05.118.490,
"Арахис, аллергокомпонент IgE (ImmunoCAP), f424 rAra h3",2525.00,17.36.A11,9 дн,📋 Прочие анализы,,A09.05.118.491,
"Арахис, аллергокомпонент IgE (ImmunoCAP), f427 rAra h9",2525.00,17.36.A12,9 дн,📋 Прочие анализы,,A09.05.118.493,
"Карп, аллергокомпонент IgE (ImmunoCAP), f355 rCyp c1",2525.00,17.36.A13,9 дн,📋 Прочие анализы,,A09.05.118.494,
"Омега-5 Глиадин пшеницы, аллергокомпонент IgE (ImmunoCAP), f416 rTri a19",2525.00,17.36.A14,9 дн,📋 Прочие анализы,,A09.05.118.495,
"Тропомиозин креветок, аллергокомпонент IgE (ImmunoCAP), f351 rPen a1",2525.00,17.36.A15,9 дн,📋 Прочие анализы,,A09.05.118.497,
"Треска атлантическая, аллергокомпонент IgE (ImmunoCAP), f426   rGad c 1",2525.00,17.36.A17,9 дн,📋 Прочие анализы,,A09.05.118.499,
"Грецкий орех, аллергокомпонент IgE (ImmunoCAP), f441 rJug r1",2525.00,17.36.A18,9 дн,📋 Прочие анализы,,A09.05.118.519,
"Грецкий орех, аллергокомпонент IgE (ImmunoCAP), f442 rJug r3 (заключение врача КЛД по исследовательскому отчету)",2525.00,17.36.A19,9 дн,📋 Прочие анализы,,A09.05.118.520,
"Казеин, коровье молоко, аллергокомпонент IgE (ImmunoCAP), f78 nBos d8",2525.00,17.36.A2,9 дн,📋 Прочие анализы,,A09.05.118.484,
"Кешью, аллергокомпонент IgE (ImmunoCAP), f443 rAna o3 (заключение врача КЛД по исследовательскому отчету)",2525.00,17.36.A20,9 дн,📋 Прочие анализы,,A09.05.118.521,
"Персик, аллергокомпонент IgE (ImmunoCAP), f420 rPru p3 (заключение врача КЛД по исследовательскому отчету)",2525.00,17.36.A21,9 дн,📋 Прочие анализы,,A09.05.118.522,
"Яблоко, аллергокомпонент IgE (ImmunoCAP), f435 rMal d3 (заключение врача КЛД по исследовательскому отчету)",2525.00,17.36.A22,9 дн,📋 Прочие анализы,,A09.05.118.523,
"Лизоцим яйца, аллергокомпонент  IgE (ImmunoCAP), k208 nGal d4",2525.00,17.36.A3,9 дн,📋 Прочие анализы,,A09.05.118.488,
"Альфа-лактальбумин, аллергокомпонент IgE (ImmunoCAP), f76 nBos d4",2525.00,17.36.A4,9 дн,📋 Прочие анализы,,A09.05.118.482,
"Бета-лактоглобулин, аллергокомпонент IgE (ImmunoCAP),  f77 nBos d5",2525.00,17.36.A5,9 дн,📋 Прочие анализы,,A09.05.118.483,
"Овальбумин яйца, аллергокомпонент IgE (ImmunoCAP), f232 nGal d2",2525.00,17.36.A6,9 дн,📋 Прочие анализы,,A09.05.118.486,
"Соя (G. max), аллергокомпонент IgE (ImmunoCAP), f353 rGly m4PR-10",2525.00,17.36.A7,9 дн,📋 Прочие анализы,,A09.05.118.496,
"Арахис, аллергокомпонент IgE (ImmunoCAP), f352 rAra h8",2525.00,17.36.A8,9 дн,📋 Прочие анализы,,A09.05.118.492,
"Арахис, аллергокомпонент IgE (ImmunoCAP), f422 rAra h1",2525.00,17.36.A9,9 дн,📋 Прочие анализы,,A09.05.118.489,
"Арахис, аллергокомпонент IgE (ImmunoCAP), f447 rAra h6 (заключение врача КЛД по исследовательскому отчету)",2525.00,17.36.D16,9 дн,📋 Прочие анализы,,A09.05.118.524,
"Кошка, аллергокомпонент, e94 rFel d1",2525.00,17.37.A1,5-10 дн,📋 Прочие анализы,,A09.05.118.502,
"Бычий сывороточный альбумин, аллергокомпонент IgE (ImmunoCAP), e204 nBos d6 (BSA)",2525.00,17.37.A2,9 дн,📋 Прочие анализы,,A09.05.118.485,
"Собака, аллергокомпонент IgE (ImmunoCAP), e101 rCan f1",2525.00,17.37.A3,9 дн,📋 Прочие анализы,,A09.05.118.500,
"Собака, аллергокомпонент IgE (ImmunoCAP), e102 rCan f2",2525.00,17.37.A4,9 дн,📋 Прочие анализы,,A09.05.118.501,
"Собака, аллергокомпонент IgE (ImmunoCAP), e221 nCan f3",2525.00,17.37.A5,9 дн,📋 Прочие анализы,,A09.05.118.504,
