Название услуги,Цена,Код услуги,Длительность,Категория,Рекомендации после приёма,Код по приказу №804н,Ставка НДС
ДНК микоплазмы (Mycoplasma hominis),545.0,13.2.A1.900,1.0,ПЦР диагностика & Генетика,,A26.20.028.003,
"ДНК микоплазмы (Mycoplasma hominis), количественно",585.0,13.2.A5.900,1.0,ПЦР диагностика & Генетика,,A26.20.028.004,
ДНК микоплазмы (Mycoplasma genitalium),530.0,13.2.A2.900,1.0,ПЦР диагностика & Генетика,,A26.20.027.001.002,
"ДНК микоплазмы (Mycoplasma genitalium), количественно",585.0,13.2.A4.900,1.0,ПЦР диагностика & Генетика,,A26.20.027.003,
"ДНК хламидофил и микоплазм (Chlamydophila pneumoniae, Mycoplasma pneumoniae)",1040.0,50.0.H65.900,5.0,ПЦР диагностика & Генетика,,A26.21.032.003,
ДНК уреаплазмы (Ureaplasma urealyticum),545.0,13.3.A1.900,1.0,ПЦР диагностика & Генетика,,A26.20.029.008,
"ДНК уреаплазмы (Ureaplasma urealyticum), количественно",555.0,13.3.A5.900,1.0,ПЦР диагностика & Генетика,,A26.20.029.009,
ДНК уреаплазмы (Ureaplasma parvum),530.0,13.3.A2.900,1.0,ПЦР диагностика & Генетика,,A26.20.029.007,
"ДНК уреаплазмы (Ureaplasma parvum), количественно",585.0,13.3.A6.900,1.0,ПЦР диагностика & Генетика,,A26.20.029.006,
ДНК уреаплазмы (Ureaplasma species),545.0,13.3.A3.900,1.0,ПЦР диагностика & Генетика,,A26.20.029.003,
"ДНК уреаплазмы (Ureaplasma species), количественно",685.0,13.3.A4.900,1.0,ПЦР диагностика & Генетика,,A26.20.029.010,
ДНК гарднереллы (Gardnerella vaginalis),540.0,13.4.A1.900,1.0,ПЦР диагностика & Генетика,,A26.20.030.002,
"ДНК гарднереллы (Gardnerella vaginalis), количественно",585.0,13.4.A2.900,1.0,ПЦР диагностика & Генетика,,A26.20.030.003,
ДНК гонококка (Neisseria gonorrhoeae),540.0,13.6.A1.900,1.0,ПЦР диагностика & Генетика,,A26.21.024.001,
"ДНК гонококка (Neisseria gonorrhoeae), количественно",600.0,13.6.A2.900,1.0,ПЦР диагностика & Генетика,,A26.21.024.002,
ДНК бледной трепонемы (Treponema pallidum),555.0,13.5.A1.900,1.0,ПЦР диагностика & Генетика,,A26.20.025.002,
"ДНК микобактерии туберкулеза (Mycobacterium tuberculosis), кровь, кач.",750.0,12.6.A1.202,5.0,ПЦР диагностика & Генетика,,A26.05.047.001.001,
ДНК микобактерии туберкулеза (Mycobacterium tuberculosis),895.0,13.8.A1.900,1.0,ПЦР диагностика & Генетика,,A26.09.080.002,
ДНК возбудителей коклюша/паракоклюша/бронхосептикоза (Bordetella pertussis/Bordetella parapertussis/Bordetella bronchiseptica),1150.0,13.31.D1.900,3.0,ПЦР диагностика & Генетика,,A26.08.050.002,
"ДНК листерии (Listeria monocytogenes), кровь, кач.",815.0,12.4.A1.202,3.0,ПЦР диагностика & Генетика,,A26.05.037.001,
ДНК листерии (Listeria monocytogenes),815.0,13.13.A1.900,1.0,ПЦР диагностика & Генетика,,A26.05.037.003,
ДНК стрептококков (Streptococcus species),1025.0,13.11.A2.900,4.0,ПЦР диагностика & Генетика,,A26.20.021.001,
"ДНК стрептококка (S. agalactiae), кол.",830.0,13.38.A1.900,3.0,ПЦР диагностика & Генетика,,A26.20.021.002,
ДНК хеликобактера (Helicobacter pylori),1210.0,13.9.A1.101,2.0,ПЦР диагностика & Генетика,,A26.19.070.001,
ДНК пневмоцисты (Pneumocystis jirovecii (carinii)),840.0,13.37.A1.900,8.0,ПЦР диагностика & Генетика,,A26.08.061.002,
ДНК кандиды (Candida albicans),555.0,13.15.A1.900,1.0,ПЦР диагностика & Генетика,,A26.21.055.001,
"ДНК кандиды (Сandida albicans), количественно",600.0,13.15.A2.900,1.0,ПЦР диагностика & Генетика,,A26.21.055.002,
ДНК грибов рода кандиды (Candida albicans/Candida glabrata/Candida krusei) с определением типа,925.0,13.15.D1.900,1.0,ПЦР диагностика & Генетика,,A26.21.055.004,
"Типирование грибов, расширенный (Candida albicans, Fungi spp, Candida krusei, Candida glabrata, Candida tropicalis, Candida parapsilosis, Candida famata, Candida guilliermondii)",1580.0,50.0.H117.900,5.0,Прочие анализы,,A26.21.055.005,
"ДНК грибов дерматофитов (Trichophyton, Epidermophyton, Microsporum)",1495.0,13.52.D1,5.0,ПЦР диагностика & Генетика,,A26.01.030.002,
"МикозоСкрин (типирование ДНК Candida, Malassezia, Saccharomyces и Debaryomyces)",3625.0,13.52.A1,8.0,ПЦР диагностика & Генетика,,A26.21.055.006,
ДНК трихомонады (Trichomonas vaginalis),540.0,13.17.A1.900,1.0,ПЦР диагностика & Генетика,,A26.20.026.003,
"ДНК трихомонады (Trichomonas vaginalis), количественно",600.0,13.17.A2.900,1.0,ПЦР диагностика & Генетика,,A26.20.026.004,
"ДНК токсоплазмы (Toxoplasma gondii), кровь, кач.",750.0,12.5.A1.202,3.0,ПЦР диагностика & Генетика,,A26.05.013.001.001,
ДНК токсоплазмы (Toxoplasma gondii),555.0,13.16.A1.900,1.0,ПЦР диагностика & Генетика,,A26.05.013.002,
"ДНК токсоплазмы (Toxoplasma gondii), количественно",920.0,13.16.A2.900,1.0,ПЦР диагностика & Генетика,,A26.05.013.003,
"ПротоСкрин (выявление ДНК простейших в кале методом ПЦР: Lamblia (Giardia) intestinalis, Blastocystis hominis, Dientamoeba fragilis, Isospora belli, Cryptosporidium parvum, Entamoeba histolytica)",3055.0,13.36.D2,8.0,ПЦР диагностика & Генетика,,A26.19.010.002,
"ГельмоСкрин (выявление ДНК гельминтов в кале методом ПЦР: Ascaris lumbricoides, Enterobius vermicularis, Opisthorchis felineus, Taenia solium, Diphyllobothrium latum)",2865.0,13.34.D2,8.0,ПЦР диагностика & Генетика,,A26.19.010.003,
"РНК энтеровируса (Enterovirus), кал",830.0,13.25.A1.101,3.0,ПЦР диагностика & Генетика,,A26.19.072.001.001,
РНК ротавирусов (Rotavirus) A,1390.0,13.26.A1.101,3.0,ПЦР диагностика & Генетика,,A26.19.074.002,
РНК норовирусов (Norovirus) II типа,1390.0,13.28.A1.101,3.0,ПЦР диагностика & Генетика,,A26.19.075.002,
Диарогенные E.coli (ДНК энтеропатогенных E. coli/ ДНК энтеротоксигенных E. coli/ ДНК энтероинвазивных E. coli/ ДНК энтерогеморрагических E. coli/ ДНК энтероаггрегативных E. coli),2115.0,13.14.D1.101,3.0,ПЦР диагностика & Генетика,,A26.19.069.001,
ДНК сальмонелл (Salmonella species),920.0,13.14.A1.101,3.0,ПЦР диагностика & Генетика,,A26.19.064.002,
ДНК возбудителя псевдотуберкулеза (Yersinia pseudotuberculosis),680.0,13.14.A5.101,7.0,ПЦР диагностика & Генетика,,A26.19.067.002,
ОКИ-тест (Shigella spp./ Salmonella spp./ Campylobacter spp./ Adenovirus F/ Rotavirus A/ Norovirus 2/ Astrovirus),2075.0,60.30.H31.101,2.0,Прочие анализы,,A26.19.063.001.001,
"РНК ротавирусов, норовирусов, астровирусов (Rotavirus/Norovirus/Astrovirus) в кале",1495.0,13.14.D3,3.0,ПЦР диагностика & Генетика,,A26.19.074.003,
"ПЦР-диагностика клещевых инфекций возбудителей боррелиоза (Borrelia burgdorferi), моноцитарного эрлихиоза (Ehrlichia chaffeensis) и анаплазмоза (Anaplasma phagocytophilum), кровь, кач.",2470.0,12.31.D1,4.0,ПЦР диагностика & Генетика,,A26.05.053.002,
"ПЦР-диагностика клещевого энцефалита, кровь, кач.",1090.0,12.31.A3,4.0,ПЦР диагностика & Генетика,,A26.05.053.003,
Выявление генов резистентности к гликопептидным и бета-лактамным антибиотикам у бактерий (БакРезиста GLA),2685.0,13.7.A1,10.0,Прочие анализы,,A26.30.032.005,
ФЛОРОЦЕНОЗ,2115.0,13.44.D3.900,6.0,Микробиология,,A26.20.032.007,
Фемофлор-8 (ДНК),2830.0,50.0.H42.900,5.0,ПЦР диагностика & Генетика,,A26.20.032.003,
Фемофлор-16 (ДНК),4270.0,50.0.H43.900,5.0,ПЦР диагностика & Генетика,,A26.20.032.005,
ФЕМОФЛОР Скрин-12 (ДНК),3640.0,50.0.H41.900,5.0,ПЦР диагностика & Генетика,,A26.20.032.004,
Флороценоз - бактериальный вагиноз,1685.0,13.44.D1.900,6.0,Микробиология,,A26.20.032.006,
ФЛОРОЦЕНОЗ - комплексное исследование (включает NCMT),2970.0,13.44.D2.900,6.0,Микробиология,,A26.20.032.008,
КолоноФлор (количественное определение состава микробиоты толстого кишечника методом ПЦР),5620.0,13.32.D4,8.0,ПЦР диагностика & Генетика,,A26.05.016.016,
Энтерофлор (исследование состава микробиоты толстого кишечника у детей до 14 лет методом ПЦР),6645.0,13.32.D5,8.0,ПЦР диагностика & Генетика,,B03.016.010.002,
Андрофлор скрин,2540.0,13.48.D1.900,5.0,Микробиология,,A26.21.036.003,
Андрофлор,3395.0,13.48.D2.900,5.0,Микробиология,,A26.21.036.004,
"Комплексное исследование ДНК менингококка, гемофильной палочки, стрептококка (Neisseria meningitidis, Haemophilus influenzae, Streptococcus pneumoniae) , кач",2045.0,13.32.D2,3.0,ПЦР диагностика & Генетика,,A26.05.045.001.001,
"ПЦР-12, количественно",6155.0,50.0.H107.900,1.0,ПЦР диагностика & Генетика,,B03.014.021,
Комплексное исследование мокроты (БАЛ): посев на микрофлору c определением чувствительности к основному спектру антибиотиков и микроскопия мазка,2735.0,14.14.D1,7.0,Микробиология,,A26.09.010.001,
"Комплексное исследование мокроты (БАЛ): посев на микрофлору c определением чувствительности к основному спектру антибиотиков, бактериофагам и микроскопия мазка",2870.0,14.14.D2,7.0,Микробиология,,A26.09.010.002,
Комплексное исследование мокроты (БАЛ): посев на микрофлору c определением чувствительности к расширенному спектру антибиотиков и микроскопия мазка,3005.0,14.14.D3,7.0,Микробиология,,A26.09.010.003,
"Комплексное исследование мокроты (БАЛ): посев на микрофлору c определением чувствительности к расширенному спектру антибиотиков, бактериофагам и микроскопия мазка",3155.0,14.14.D4,7.0,Микробиология,,A26.09.010.004,
"Посев на микрофлору отделяемого ЛОР-органов с определением чувствительности к основному спектру антибиотиков, в т.ч. кандида",1705.0,14.4.A1.900,7.0,Микробиология,,A26.09.010.008,
"Посев на микрофлору отделяемого ЛОР-органов с определением чувствительности к расширенному спектру антибиотиков, в т.ч. кандида",2635.0,14.4.A2.900,7.0,Микробиология,,A26.09.010.005,
